track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,tempo,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,popular,loudness,playlist_genre,track_id,duration_ms,released_date
Sial,Mahalini,1,2023,1,23,166570053,120,D,1,0.56,0.2,0.43,0.89,0,0.12,0.04,1,,,,,1/23/23
I Wrote The Book,Morgan Wallen,1,2023,1,31,83021468,144,D,1,0.68,0.83,0.81,0.09,0,0.08,0.04,1,,,,,1/31/23
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,139836056,94,A,1,0.59,0.44,0.56,0.8,0,0.06,0.03,1,,,,,11/5/22
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,303216294,94,G♯/A♭,1,0.73,0.65,0.79,0.05,0.02,0.11,0.06,1,,,,,10/31/22
PLAYA DEL INGLÔøΩ,"Myke Towers, Quevedo",2,2022,12,15,221409663,113,G,0,0.79,0.66,0.74,0.08,0,0.11,0.05,1,,,,,12/15/22
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,58890931,148,E,1,0.5,0.49,0.76,0.12,0,0.12,0.03,1,,,,,3/3/23
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,81419389,98,C♯/D♭,1,0.7,0.29,0.73,0.12,0,0.11,0.26,1,,,,,3/3/23
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,156777415,140,B,1,0.58,0.26,0.38,0.91,0,0.1,0.04,1,,,,,5/31/22
Nobody Gets Me,SZA,1,2022,12,9,284908316,100,G,1,0.36,0.28,0.28,0.81,0,0.18,0.03,1,,,,,12/9/22
PERO TÔø,"Karol G, Quevedo",2,2023,2,23,93438910,140,F♯/G♭,1,0.86,0.68,0.79,0.39,0,0.11,0.29,1,,,,,2/23/23
Hype Boy,NewJeans,1,2022,8,1,363472647,100,E,0,0.59,0.78,0.94,0.27,0,0.29,0.23,1,,,,,8/1/22
MonotonÔøΩ,"Ozuna, Shakira",2,2022,10,19,380726517,132,,0,0.87,0.82,0.7,0.42,0,0.21,0.05,1,,,,,10/19/22
˝˝˝98 Braves,Morgan Wallen,1,2023,3,3,56533272,142,D,1,0.49,0.48,0.67,0.1,0,0.26,0.03,1,,,,,3/3/23
WANDA,Quevedo,1,2023,1,20,175399345,176,E,0,0.72,0.96,0.63,0.25,0,0.21,0.07,1,,,,,1/20/23
Thought You Should Know,Morgan Wallen,1,2022,5,6,203221468,140,F♯/G♭,1,0.53,0.51,0.7,0.49,0,0.14,0.03,1,,,,,5/6/22
Zona De Perigo,Leo Santana,1,2022,12,8,134294498,135,F,1,0.81,0.97,0.77,0.75,0,0.35,0.03,1,,,,,12/8/22
Lovezinho,Treyce,1,2022,7,28,70069745,128,E,0,0.82,0.61,0.59,0.3,0,0.12,0.04,1,,,,,7/28/22
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,609293408,101,F,1,0.74,0.43,0.69,0.12,0,0.12,0.07,1,,,,,6/3/22
Neverita,Bad Bunny,1,2022,5,6,671365962,122,A♯/B♭,1,0.88,0.43,0.5,0.07,0,0.14,0.05,1,,,,,5/6/22
Vista Al Mar,Quevedo,1,2022,9,8,362361576,105,,0,0.76,0.49,0.56,0.8,0.12,0.1,0.13,1,,,,,9/8/22
Sem AlianÔøΩÔøΩa no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,93587665,83,C♯/D♭,1,0.53,0.4,0.36,0.73,0,0.11,0.33,1,,,,,12/23/22
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,1223481149,77,B,0,0.72,0.59,0.76,0.24,0,0.42,0.28,1,,,,,9/3/21
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,263453310,158,C♯/D♭,1,0.65,0.72,0.95,0.31,0,0.92,0.05,1,,,,,11/3/22
QuÔøΩÔøΩ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,236857112,98,B,1,0.73,0.88,0.57,0.56,0,0.05,0.02,1,,,,,10/20/22
Love Again,The Kid Laroi,1,2023,1,27,147538971,107,B,0,0.66,0.47,0.4,0.72,0,0.11,0.03,1,,,,,1/27/23
After Hours,The Weeknd,1,2020,2,19,698086140,109,F,0,0.66,0.16,0.57,0.1,0.01,0.12,0.03,1,,,,,2/19/20
About Damn Time,Lizzo,1,2022,7,15,723894473,109,A♯/B♭,0,0.84,0.72,0.74,0.1,0,0.34,0.07,1,,,,,7/15/22
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,34450974,148,,1,0.53,0.61,0.81,0.05,0,0.36,0.04,1,,,,,3/3/23
˝˝˝˝˝˝˝˝˝˝˝˝˝˝˝˝˝˝˝˝˝,Fujii Kaze,1,2020,5,20,403097450,158,F♯/G♭,0,0.6,0.52,0.76,0.17,0,0.19,0.05,1,,,,,5/20/20
Besos Moja2,"Wisin & Yandel, ROSALÔøΩ",2,2022,9,29,309483971,94,F,0,0.74,0.64,0.73,0.06,0,0.1,0.06,1,,,,,9/29/22
Maan Meri Jaan,King,1,2022,10,12,319566866,96,F♯/G♭,0,0.7,0.4,0.51,0.35,0,0.1,0.04,1,,,,,10/12/22
Moscow Mule,Bad Bunny,1,2022,5,6,909001996,100,F,0,0.8,0.29,0.67,0.29,0,0.12,0.03,1,,,,,5/6/22
My Universe,"Coldplay, BTS",2,2021,9,24,1061966512,105,A,1,0.58,0.42,0.68,0.01,0,0.14,0.04,1,,,,,9/24/21
Devil DonÔøΩÔøΩÔøΩ,Morgan Wallen,1,2023,3,3,32526947,125,,1,0.53,0.32,0.66,0.38,0,0.09,0.03,1,,,,,3/3/23
LLYLM,ROSALÔøΩ,1,2023,1,27,124988687,170,F♯/G♭,0,0.56,0.56,0.63,0.13,0,0.19,0.27,1,,,,,1/27/23
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,103787664,115,,1,0.7,0.84,0.9,0.17,0,0.41,0.06,1,,,,,1/27/23
TRUSTFALL,P!nk,1,2023,1,27,134255790,122,G♯/A♭,1,0.64,0.25,0.89,0,0,0.15,0.09,1,,,,,1/27/23
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,301051721,105,A♯/B♭,0,0.88,0.82,0.8,0.08,0,0.11,0.08,1,,,,,10/17/22
Boy's a liar,PinkPantheress,1,2022,11,30,156338624,133,F,1,0.66,0.74,0.84,0.25,0,0.21,0.04,1,,,,,11/30/22
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,152850295,100,,1,0.79,0.6,0.68,0.07,0,0.26,0.04,1,,,,,1/13/23
Shirt,SZA,1,2022,10,28,309653982,120,D♯/E♭,0,0.82,0.55,0.45,0.15,0.03,0.09,0.1,1,,,,,10/28/22
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,297328960,177,A,1,0.25,0.17,0.3,0.9,0,0.13,0.03,1,,,,,10/28/22
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,332506354,142,D,0,0.64,0.31,0.72,0.15,0,0.09,0.05,1,,,,,9/22/22
Calm Down,RÔøΩÔ,1,2022,2,9,445763624,107,B,1,0.81,0.82,0.78,0.38,0,0.12,0.04,1,,,,,2/9/22
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,1365184,105,G,1,0.82,0.62,0.74,0.1,0,0.33,0.07,1,,,,,12/22/22
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,184308753,108,F♯/G♭,0,0.44,0.38,0.77,0.09,0,0.09,0.2,1,,,,,11/25/22
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,323358833,115,,1,0.71,0.34,0.88,0.16,0,0.44,0.04,1,,,,,11/20/22
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,606361689,174,F,1,0.7,0.57,0.64,0.23,0,0.08,0.32,1,,,,,4/21/22
MuÔøΩÔøΩ,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,120972253,90,A♯/B♭,0,0.68,0.83,0.71,0.03,0,0.31,0.08,1,,,,,1/12/23
TV,Billie Eilish,1,2022,7,21,338564981,141,E,0,0.41,0.09,0.25,0.84,0.01,0.14,0.04,1,,,,,7/21/22
Heather,Conan Gray,1,2020,3,20,1301799902,92,F,1,0.47,0.25,0.43,0.62,0,0.32,0.03,1,,,,,3/20/20
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,140187018,116,G♯/A♭,0,0.77,0.65,0.8,0.06,0,0.15,0.04,1,,,,,12/12/22
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,107642809,125,A♯/B♭,0,0.71,0.83,0.89,0.01,0,0.17,0.09,1,,,,,1/27/23
Pink Venom,BLACKPINK,1,2022,8,19,551305895,90,,1,0.8,0.71,0.69,0.02,0,0.27,0.1,1,,,,,8/19/22
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,556585270,83,C♯/D♭,1,0.46,0.34,0.64,0.31,0,0.07,0.34,1,,,,,4/27/22
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,222612678,154,,1,0.64,0.61,0.91,0.15,0,0.72,0.04,1,,,,,9/16/22
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,1814349763,150,D♯/E♭,0,0.74,0.89,0.7,0.02,0,0.05,0.06,1,,,,,7/23/21
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,304079786,107,,1,0.87,0.2,0.83,0,0.04,0.31,0.09,1,,,,,9/22/22
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,174006928,87,G,1,0.87,0.52,0.52,0.31,0,0.28,0.24,1,,,,,9/9/22
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,284785823,82,G♯/A♭,1,0.4,0.39,0.64,0.21,0,0.07,0.07,1,,,,,8/5/22
Blind,SZA,1,2022,12,9,163284000,114,A,0,0.46,0.6,0.28,0.91,0,0.21,0.04,1,,,,,12/9/22
Die For You,Joji,1,2022,11,4,246390068,148,G♯/A♭,1,0.47,0.15,0.52,0.38,0.13,0.29,0.05,1,,,,,11/4/22
Doja,Central Cee,1,2022,7,20,482257456,140,F♯/G♭,1,0.91,0.97,0.57,0.38,0,0.4,0.29,1,,,,,7/20/22
Gatita,Bellakath,1,2022,10,3,168684524,101,G,1,0.9,0.76,0.81,0.15,0.24,0.33,0.06,1,,,,,10/3/22
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,78489819,140,C♯/D♭,0,0.81,0.06,0.84,0.05,0.23,0.06,0.06,1,,,,,1/17/22
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,195516622,88,G,0,0.49,0.24,0.66,0.19,0,0.18,0.29,1,,,,,12/2/22
Yonaguni,Bad Bunny,1,2021,6,4,1260594497,180,C♯/D♭,1,0.64,0.44,0.65,0.28,0,0.14,0.12,1,,,,,6/4/21
Super Freaky Girl,Nicki Minaj,1,2022,8,12,428685680,133,D,1,0.95,0.91,0.89,0.06,0,0.31,0.24,1,,,,,8/12/22
Limbo,Freddie Dredd,1,2022,8,11,199386237,75,B,0,0.8,0.46,0.62,0.03,0.06,0.11,0.46,1,,,,,8/11/22
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,972509632,121,F♯/G♭,0,0.67,0.26,0.64,0.52,0,0.17,0.1,1,,,,,7/30/21
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,213438580,140,D,0,0.58,0.17,0.62,0.18,0,0.2,0.08,1,,,,,9/28/22
Bad Habits,Ed Sheeran,1,2020,9,3,1555511105,126,B,0,0.81,0.59,0.9,0.05,0,0.36,0.03,1,,,,,9/3/20
KICK BACK,Kenshi Yonezu,1,2022,10,12,210038833,102,C♯/D♭,1,0.58,0.29,0.94,0,0,0.09,0.11,1,,,,,10/12/22
Evergreen (You DidnÔøΩÔøΩÔøΩt Deserve Me A,Omar Apollo,1,2022,4,8,227918678,82,A,1,0.7,0.31,0.34,0.6,0.01,0.11,0.04,1,,,,,4/8/22
Good Days,SZA,1,2020,12,24,826623384,121,C♯/D♭,0,0.46,0.53,0.78,0.23,0,0.72,0.06,1,,,,,12/24/20
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,1802514301,103,F♯/G♭,0,0.7,0.92,0.83,0.01,0,0.07,0.06,1,,,,,3/27/20
Woman,Doja Cat,1,2021,6,25,1329090101,108,F,0,0.82,0.88,0.76,0.09,0,0.12,0.09,1,,,,,6/25/21
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,181831132,85,F,0,0.65,0.36,0.47,0.31,0,0.12,0.1,1,,,,,9/14/22
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,462791599,125,C♯/D♭,0,0.84,0.7,0.69,0.01,0,0.05,0.05,1,,,,,3/14/22
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,348647203,120,D,1,0.69,0.4,0.39,0.41,0,0.13,0.06,1,,,,,10/21/22
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,366599607,94,,1,0.58,0.44,0.57,0.57,0,0.1,0.03,1,,,,,7/17/22
Seek & Destroy,SZA,1,2022,12,9,98709329,152,C♯/D♭,1,0.65,0.35,0.65,0.44,0.18,0.21,0.07,1,,,,,12/9/22
Love Language,SZA,1,2022,12,9,110849052,65,A,0,0.71,0.55,0.26,0.85,0,0.13,0.08,1,,,,,12/9/22
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,94005786,150,A♯/B♭,0,0.73,0.71,0.69,0.53,0,0.32,0.09,1,,,,,12/8/22
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,110073250,125,F♯/G♭,1,0.62,0.59,0.43,0.84,0.03,0.11,0.05,1,,,,,12/9/22
Special,SZA,1,2022,12,9,88092256,76,,1,0.6,0.19,0.2,0.78,0,0.11,0.05,1,,,,,12/9/22
SOS,SZA,1,2022,12,9,73981293,119,G,0,0.51,0.51,0.66,0.67,0,0.09,0.23,1,,,,,12/9/22
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,155653938,78,A,1,0.67,0.22,0.59,0.76,0.01,0.15,0.16,1,,,,,12/8/22
Gone Girl,SZA,1,2022,12,9,65362788,150,F,1,0.43,0.42,0.44,0.57,0,0.15,0.06,1,,,,,12/9/22
F2F,SZA,1,2022,12,9,67540165,90,D,1,0.53,0.47,0.74,0.09,0,0.34,0.04,1,,,,,12/9/22
Notice Me,SZA,1,2022,12,9,62019074,160,F,1,0.72,0.78,0.68,0.28,0,0.11,0.12,1,,,,,12/9/22
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,136689549,100,B,0,0.7,0.92,0.59,0.03,0,0.1,0.03,1,,,,,11/4/22
Wild Flower (with youjeen),RM,1,2022,12,2,135611421,155,G♯/A♭,1,0.49,0.42,0.77,0.03,0,0.12,0.09,1,,,,,12/2/22
I Hate U,SZA,1,2021,12,3,356709897,107,G,0,0.54,0.41,0.39,0.51,0,0.11,0.16,1,,,,,12/3/21
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,110649992,112,G♯/A♭,1,0.8,0.15,0.54,0.09,0,0.38,0.05,1,,,,,12/2/22
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,301869854,166,C♯/D♭,1,0.7,0.57,0.57,0.09,0.2,0.11,0.07,1,,,,,10/31/22
Smoking on my Ex Pack,SZA,1,2022,12,9,57144458,81,G♯/A♭,1,0.47,0.33,0.68,0.24,0,0.22,0.38,1,,,,,12/9/22
Conceited,SZA,1,2022,12,9,56870689,150,C♯/D♭,1,0.79,0.77,0.46,0.05,0,0.11,0.07,1,,,,,12/9/22
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,323437194,110,A,1,0.66,0.19,0.32,0.69,0,0.12,0.04,1,,,,,10/21/22
Maroon,Taylor Swift,1,2022,10,21,317726339,108,G,1,0.64,0.04,0.4,0.06,0,0.1,0.06,1,,,,,10/21/22
TubarÔøΩÔøΩo Te,"Dj LK da EscÔøΩÔøΩcia, Tchakabum, mc jhenny, M",4,2022,9,28,116144341,130,E,0,0.89,0.48,0.74,0.3,0,0.07,0.36,1,,,,,9/28/22
Bejeweled,Taylor Swift,1,2022,10,21,328207708,164,G,1,0.7,0.39,0.56,0.06,0,0.09,0.07,1,,,,,10/21/22
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,608228647,114,B,0,0.8,0.42,0.68,0.02,0,0.66,0.04,1,,,,,5/6/22
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,809306935,90,C♯/D♭,0,0.87,0.51,0.69,0.36,0,0.09,0.08,1,,,,,6/25/21
Too Late,SZA,1,2022,12,8,49262961,128,B,1,0.45,0.35,0.68,0.78,0,0.39,0.08,1,,,,,12/8/22
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,614555082,97,A,1,0.83,0.47,0.8,0.02,0,0.24,0.09,1,,,,,5/6/22
Far,SZA,1,2022,12,9,51641685,116,D,1,0.61,0.48,0.55,0.67,0,0.16,0.08,1,,,,,12/9/22
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,78139948,80,F,0,0.33,0.51,0.59,0.76,0,0.44,0.06,1,,,,,12/2/22
GATÔøΩÔøΩ,"Maldy, Karol G",2,2022,8,25,322336177,93,B,0,0.63,0.34,0.86,0.26,0,0.21,0.39,1,,,,,8/25/22
˝˝˝abcdefu,Gayle,1,2021,8,13,1007612429,122,E,1,0.7,0.42,0.54,0.3,0,0.37,0.05,1,,,,,8/13/21
Sacrifice,The Weeknd,1,2022,1,7,326792833,122,G,1,0.7,0.91,0.79,0.03,0,0.07,0.1,1,,,,,1/7/22
Is There Someone Else?,The Weeknd,1,2022,1,7,391251368,135,A,0,0.7,0.6,0.58,0.04,0,0.16,0.03,1,,,,,1/7/22
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,349585590,109,F,1,0.6,0.45,0.47,0.62,0,0.31,0.05,1,,,,,1/5/22
Out of Time,The Weeknd,1,2022,1,7,339659802,93,,0,0.65,0.82,0.74,0.27,0,0.32,0.05,1,,,,,1/7/22
Do It To It,"Cherish, ACRAZE",2,2021,8,20,674772936,125,B,0,0.85,0.64,0.81,0.02,0.05,0.07,0.09,1,,,,,8/20/21
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,432719968,206,,0,0.58,0.83,0.45,0.36,0,0.11,0.08,1,,,,,11/19/21
Pepas,Farruko,1,2021,6,24,1309887447,130,G,1,0.76,0.44,0.77,0.01,0,0.13,0.03,1,,,,,6/24/21
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,119238316,121,G,0,0.8,0.62,0.51,0.02,0,0.09,0.08,1,,,,,1/7/22
Gasoline,The Weeknd,1,2022,1,7,116903579,123,F♯/G♭,0,0.74,0.35,0.73,0,0,0.21,0.05,1,,,,,1/7/22
Less Than Zero,The Weeknd,1,2022,1,7,200660871,143,,1,0.53,0.5,0.79,0,0,0.08,0.03,1,,,,,1/7/22
Take My Breath,The Weeknd,1,2021,8,6,130655803,121,A♯/B♭,0,0.7,0.35,0.77,0.01,0,0.26,0.04,1,,,,,8/6/21
good 4 u,Olivia Rodrigo,1,2021,5,14,1887039593,166,F♯/G♭,0,0.56,0.68,0.66,0.28,0,0.11,0.18,1,,,,,5/14/21
"Here We GoÔøΩÔøΩÔøΩ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,88103848,135,C♯/D♭,1,0.41,0.27,0.64,0.36,0,0.6,0.03,1,,,,,1/7/22
Best Friends,The Weeknd,1,2022,1,7,101114984,87,E,0,0.49,0.49,0.59,0.44,0,0.35,0.21,1,,,,,1/7/22
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,1575467011,111,G♯/A♭,1,0.77,0.74,0.66,0.3,0,0.13,0.03,1,,,,,4/9/21
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,91656026,110,D,1,0.75,0.85,0.84,0.1,0,0.31,0.19,1,,,,,1/7/22
Need To Know,Doja Cat,1,2021,6,11,1042568408,130,C♯/D♭,1,0.66,0.19,0.61,0.3,0,0.09,0.07,1,,,,,6/11/21
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,1735441776,179,G♯/A♭,0,0.61,0.76,0.51,0.3,0,0.38,0.15,1,,,,,9/18/20
Dawn FM,The Weeknd,1,2022,1,7,53933526,78,A,0,0.27,0.1,0.49,0.62,0,0.49,0.05,1,,,,,1/7/22
Surface Pressure,Jessica Darrow,1,2021,11,19,267758538,180,D,1,0.65,0.37,0.58,0.02,0,0.04,0.31,1,,,,,11/19/21
Starry Eyes,The Weeknd,1,2022,1,7,74601456,86,A,0,0.28,0.13,0.41,0.5,0,0.19,0.03,1,,,,,1/7/22
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,920797189,88,C♯/D♭,0,0.74,0.55,0.85,0.01,0,0.05,0.22,1,,,,,9/17/21
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,539595276,97,C♯/D♭,1,0.68,0.72,0.78,0.04,0,0.07,0.05,1,,,,,11/5/21
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,578207856,116,D,1,0.75,0.36,0.76,0.12,0,0.1,0.1,1,,,,,9/21/20
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,775542072,170,E,0,0.64,0.14,0.7,0.09,0,0.09,0.08,1,,,,,10/5/21
MONEY,Lisa,1,2021,9,10,863625566,140,C♯/D♭,0,0.83,0.4,0.55,0.16,0,0.14,0.23,1,,,,,9/10/21
The Motto,"TiÔøΩÔøΩsto, Ava",2,2021,11,4,656013912,118,G,0,0.75,0.46,0.76,0.03,0,0.09,0.04,1,,,,,11/4/21
Happier Than Ever,Billie Eilish,1,2021,7,30,1056760045,65,,1,0.31,0.31,0.24,0.76,0,0.14,0.04,1,,,,,7/30/21
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,611994237,120,,0,0.56,0.16,0.67,0,0,0.11,0.04,1,,,,,10/22/21
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,1230855859,176,D♯/E♭,1,0.29,0.12,0.33,0.68,0,0.12,0.05,1,,,,,5/21/21
Toxic,BoyWithUke,1,2021,9,10,582981380,180,G♯/A♭,0,0.59,0.69,0.61,0.84,0,0.46,0.36,1,,,,,9/10/21
drivers license,Olivia Rodrigo,1,2021,1,8,1858144199,144,A♯/B♭,1,0.59,0.21,0.43,0.76,0,0.1,0.07,1,,,,,1/8/21
MalvadÔøΩÔø,"XamÔøΩÔøΩ, Gustah, Neo B",3,2021,11,30,240684449,133,F♯/G♭,0,0.82,0.52,0.61,0.38,0,0.14,0.27,1,,,,,11/30/21
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,583687007,93,,1,0.63,0.21,0.52,0.28,0,0.09,0.03,1,,,,,11/12/21
DonÔøΩÔøΩÔøΩt Break My,The Weeknd,1,2022,1,7,63803529,122,A♯/B♭,1,0.77,0.25,0.62,0.34,0,0.23,0.03,1,,,,,1/7/22
Oh My God,Adele,1,2021,11,19,466214729,88,C♯/D♭,1,0.53,0.55,0.73,0.09,0,0.03,0.05,1,,,,,11/19/21
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,236940480,170,F,0,0.7,0.61,0.44,0.4,0,0.37,0.04,1,,,,,1/5/22
A Tale By Quincy,The Weeknd,1,2022,1,7,41924466,94,F,0,0.46,0.55,0.5,0.71,0,0.1,0.11,1,,,,,1/7/22
I AM WOMAN,Emmy Meli,1,2021,11,18,225259194,170,A♯/B♭,1,0.65,0.46,0.47,0.12,0,0.13,0.16,1,,,,,11/18/21
Medallo,"Justin Quiles, Lenny TavÔøΩÔøΩrez, BL",3,2021,10,27,393230256,90,E,0,0.79,0.79,0.7,0.57,0,0.66,0.08,1,,,,,10/27/21
It'll Be Okay,Shawn Mendes,1,2021,12,1,287201015,78,G,1,0.4,0.07,0.29,0.62,0,0.09,0.03,1,,,,,12/1/21
Super Gremlin,Kodak Black,1,2021,10,30,342779426,73,D,1,0.83,0.11,0.41,0,0,0.36,0.14,1,,,,,10/30/21
VolvÔø,"Aventura, Bad Bunny",2,2021,8,3,673801126,176,C♯/D♭,1,0.73,0.79,0.86,0.42,0,0.07,0.18,1,,,,,8/3/21
Todo De Ti,Rauw Alejandro,1,2020,11,2,1168642797,128,D♯/E♭,0,0.81,0.57,0.63,0.4,0.01,0.1,0.04,1,,,,,11/2/20
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,383550148,82,D,1,0.63,0.85,0.62,0.06,0,0.35,0.04,1,,,,,11/5/21
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,530511203,95,D,1,0.77,0.4,0.47,0.02,0,0.09,0.03,1,,,,,3/13/20
Every Angel is Terrifying,The Weeknd,1,2022,1,7,37307967,118,,1,0.44,0.52,0.94,0.11,0,0.04,0.29,1,,,,,1/7/22
Tacones Rojos,Sebastian Yatra,1,2021,10,22,510876816,123,B,0,0.75,0.93,0.86,0.08,0,0.14,0.03,1,,,,,10/22/21
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,1445941661,90,,1,0.63,0.49,0.68,0.38,0,0.42,0.18,1,,,,,3/19/21
