track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,tempo,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,popular,loudness,playlist_genre,track_id,duration_ms,released_date
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,479655659,196,B,0,0.66,0.58,0.79,0.23,0,0.22,0.2,1,,,,,5/6/22
Count Me Out,Kendrick Lamar,1,2022,5,13,126191104,134,G,1,0.78,0.51,0.43,0.69,0,0.14,0.09,1,,,,,5/13/22
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,344055883,103,C♯/D♭,0,0.8,0.45,0.62,0.76,0,0.1,0.38,1,,,,,5/6/22
Dos Mil 16,Bad Bunny,1,2022,5,6,338422004,130,C♯/D♭,1,0.82,0.5,0.67,0.12,0,0.13,0.05,1,,,,,5/6/22
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,68895644,108,B,1,0.65,0.52,0.69,0.31,0,0.08,0.36,1,,,,,5/13/22
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,86176890,123,G♯/A♭,1,0.61,0.66,0.71,0.53,0,0.32,0.46,1,,,,,5/13/22
Un Coco,Bad Bunny,1,2022,5,6,403231558,152,B,1,0.84,0.74,0.69,0.21,0,0.18,0.06,1,,,,,5/6/22
Otro Atardecer,"Bad Bunny, The MarÔøΩÔ",2,2022,5,6,319546754,108,D,1,0.78,0.55,0.6,0.59,0,0.07,0.04,1,,,,,5/6/22
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,61739839,72,A♯/B♭,0,0.56,0.56,0.47,0.76,0,0.08,0.36,1,,,,,5/13/22
Aguacero,Bad Bunny,1,2022,5,6,283359161,121,F♯/G♭,0,0.86,0.67,0.65,0.42,0,0.35,0.07,1,,,,,5/6/22
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,76831876,138,D♯/E♭,0,0.57,0.71,0.82,0.19,0,0.15,0.29,1,,,,,5/13/22
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,283332261,188,F,0,0.5,0.41,0.5,0.69,0,0.12,0.06,1,,,,,5/6/22
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,307752576,110,C♯/D♭,1,0.8,0.26,0.85,0.23,0,0.11,0.21,1,,,,,2/14/22
EnsÔøΩÔøΩÔøΩÔøΩame ,Bad Bunny,1,2022,5,6,279737940,105,G♯/A♭,1,0.81,0.77,0.79,0.19,0,0.47,0.08,1,,,,,5/6/22
El ApagÔøΩ,Bad Bunny,1,2022,5,6,212351890,118,G♯/A♭,1,0.63,0.6,0.7,0.05,0,0.09,0.31,1,,,,,5/6/22
Dua Lipa,Jack Harlow,1,2022,5,6,150500965,158,B,1,0.83,0.41,0.65,0,0.1,0.11,0.08,1,,,,,5/6/22
Agosto,Bad Bunny,1,2022,5,6,246127838,115,C♯/D♭,0,0.85,0.72,0.58,0.09,0,0.49,0.12,1,,,,,5/6/22
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,58687425,174,A,1,0.73,0.26,0.54,0.3,0,0.34,0.32,1,,,,,5/13/22
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,212109195,130,E,1,0.91,0.91,0.96,0.03,0,0.03,0.09,1,,,,,4/29/22
In The Stars,Benson Boone,1,2022,4,29,382199619,78,A♯/B♭,1,0.36,0.3,0.54,0.34,0,0.14,0.05,1,,,,,4/29/22
Rich - Interlude,Kendrick Lamar,1,2022,5,13,41210087,104,G,1,0.44,0.74,0.42,0.88,0,0.09,0.09,1,,,,,5/13/22
SUPERMODEL,MÔøΩÔøΩne,1,2022,5,13,231657891,121,G,1,0.64,0.8,0.88,0,0,0.12,0.06,1,,,,,5/13/22
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,53729194,105,D,1,0.83,0.32,0.82,0.14,0,0.12,0.04,1,,,,,3/10/22
Thousand Miles,The Kid Laroi,1,2022,4,22,244741137,81,G,1,0.38,0.2,0.66,0.09,0,0.09,0.08,1,,,,,4/22/22
Crown,Kendrick Lamar,1,2022,5,13,42485571,170,C♯/D♭,0,0.37,0.14,0.24,0.8,0,0.11,0.04,1,,,,,5/13/22
Auntie Diaries,Kendrick Lamar,1,2022,5,13,37778188,78,G,1,0.43,0.6,0.38,0.76,0.01,0.48,0.38,1,,,,,5/13/22
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,254218729,125,G♯/A♭,1,0.88,0.28,0.66,0.06,0,0.13,0.31,1,,,,,4/29/22
Mirror,Kendrick Lamar,1,2022,5,13,53603447,92,E,0,0.66,0.29,0.65,0.23,0,0.08,0.07,1,,,,,5/13/22
Beautiful Girl,Luciano,1,2022,4,22,160035717,140,B,0,0.84,0.61,0.42,0.31,0,0.09,0.09,1,,,,,4/22/22
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,164163229,96,,1,0.61,0.32,0.9,0.25,0,0.1,0.09,1,,,,,4/25/22
Savior - Interlude,Kendrick Lamar,1,2022,5,13,37091576,118,F,0,0.66,0.83,0.43,0.84,0,0.19,0.19,1,,,,,5/13/22
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,284249832,92,B,0,0.71,0.67,0.6,0.07,0,0.06,0.04,1,,,,,2/6/22
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,33381454,140,G♯/A♭,0,0.49,0.5,0.37,0.87,0,0.11,0.35,1,,,,,5/13/22
TUS LÔøΩÔøΩGR,"Sech, Mora",2,2022,4,1,184622518,174,C♯/D♭,1,0.68,0.45,0.71,0.18,0,0.11,0.25,1,,,,,4/1/22
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,300983101,127,A♯/B♭,1,0.77,0.53,0.78,0.19,0,0.29,0.04,1,,,,,1/26/22
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,121077868,96,B,1,0.71,0.37,0.52,0.62,0,0.11,0.36,1,,,,,5/6/22
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,106919680,150,G♯/A♭,0,0.82,0.82,0.66,0.13,0,0.11,0.06,1,,,,,4/29/22
ZOOM,Jessi,1,2022,4,13,136996305,100,F♯/G♭,1,0.87,0.46,0.6,0.01,0,0.13,0.16,1,,,,,4/13/22
SloMo,Chanel,1,2021,12,24,65719930,105,C♯/D♭,0,0.73,0.59,0.81,0.13,0,0.09,0.06,1,,,,,12/24/21
FEARLESS,LE SSERAFIM,1,2022,5,2,229497852,104,G,1,0.86,0.43,0.62,0.05,0,0.13,0.14,1,,,,,5/2/22
10 Things I Hate About You,Leah Kate,1,2022,3,23,185550869,154,G♯/A♭,1,0.54,0.45,0.79,0.01,0,0.17,0.05,1,,,,,3/23/22
SPACE MAN,Sam Ryder,1,2022,2,22,54682594,80,B,1,0.47,0.33,0.83,0.18,0,0.1,0.05,1,,,,,2/22/22
With you,"HA SUNG WOON, Jimin",2,2022,4,24,240580042,150,D♯/E♭,1,0.53,0.14,0.43,0.64,0,0.13,0.03,1,,,,,4/24/22
The Heart Part 5,Kendrick Lamar,1,2022,5,8,71423324,98,G♯/A♭,0,0.76,0.79,0.81,0.18,0,0.06,0.34,1,,,,,5/8/22
This Love (TaylorÔøΩÔøΩÔøΩs Ve,Taylor Swift,1,2022,5,6,132171975,144,E,1,0.47,0.07,0.5,0.32,0,0.07,0.04,1,,,,,5/6/22
Flowers,Lauren Spencer Smith,1,2021,8,9,184826429,138,D♯/E♭,1,0.7,0.31,0.44,0.84,0,0.09,0.39,1,,,,,8/9/21
Yet To Come,BTS,1,2022,6,10,302006641,172,C♯/D♭,1,0.56,0.68,0.89,0.04,0,0.33,0.19,1,,,,,6/10/22
Run BTS,BTS,1,2022,6,10,330881149,77,G♯/A♭,1,0.72,0.7,0.82,0.02,0,0.04,0.17,1,,,,,6/10/22
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,334733572,107,B,1,0.72,0.36,0.72,0.26,0.06,0.11,0.04,1,,,,,5/20/22
Matilda,Harry Styles,1,2022,5,20,366214458,114,D,1,0.51,0.39,0.29,0.9,0,0.1,0.04,1,,,,,5/20/22
For Youth,BTS,1,2022,6,10,114546317,117,D,1,0.63,0.29,0.51,0.43,0,0.25,0.04,1,,,,,6/10/22
Daylight,Harry Styles,1,2022,5,20,290833204,146,,1,0.69,0.63,0.45,0.48,0,0.18,0.04,1,,,,,5/20/22
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,448500832,160,G♯/A♭,0,0.8,0.74,0.6,0.08,0,0.14,0.26,1,,,,,5/6/22
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,136676504,120,G,1,0.88,0.15,0.56,0.01,0,0.08,0.06,1,,,,,6/10/22
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,190625045,100,B,0,0.82,0.76,0.7,0.16,0,0.08,0.05,1,,,,,5/27/22
Born Singer,BTS,1,2022,6,10,79095270,158,G♯/A♭,0,0.6,0.68,0.84,0.04,0,0.24,0.11,1,,,,,6/10/22
Little Freak,Harry Styles,1,2022,5,20,273194684,142,D♯/E♭,1,0.56,0.4,0.54,0.72,0,0.1,0.04,1,,,,,5/20/22
La Llevo Al Cielo (Ft. ÔøΩÔøΩengo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,333146475,170,A,0,0.8,0.77,0.85,0.11,0,0.17,0.14,1,,,,,5/20/22
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,194902696,84,F,0,0.71,0.39,0.86,0.02,0,0.51,0.25,1,,,,,5/27/22
Satellite,Harry Styles,1,2022,5,20,311482393,139,,1,0.58,0.3,0.46,0.14,0,0.09,0.03,1,,,,,5/20/22
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,248511839,128,C♯/D♭,0,0.82,0.42,0.75,0.06,0,0.63,0.06,1,,,,,6/8/22
Love Of My Life,Harry Styles,1,2022,5,20,233671263,118,G,1,0.56,0.2,0.54,0.67,0,0.06,0.05,1,,,,,5/20/22
Grapejuice,Harry Styles,1,2022,5,20,199587884,183,F,1,0.65,0.88,0.72,0.36,0.14,0.2,0.03,1,,,,,5/20/22
So Good,Halsey,1,2022,6,9,91781263,83,D♯/E♭,0,0.63,0.29,0.62,0.04,0,0.18,0.04,1,,,,,6/9/22
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,383835984,122,C♯/D♭,1,0.85,0.42,0.8,0.06,0,0.17,0.14,1,,,,,2/18/22
Keep Driving,Harry Styles,1,2022,5,20,236060709,165,A,1,0.72,0.9,0.48,0.32,0,0.18,0.23,1,,,,,5/20/22
Cinema,Harry Styles,1,2022,5,20,189236868,106,A,0,0.83,0.9,0.64,0.35,0.05,0.09,0.04,1,,,,,5/20/22
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,160845341,77,B,1,0.81,0.68,0.58,0.83,0,0.11,0.34,1,,,,,5/25/22
Hold My Hand,Lady Gaga,1,2022,5,3,238350348,148,G,1,0.51,0.21,0.63,0.05,0,0.41,0.03,1,,,,,5/3/22
Daydreaming,Harry Styles,1,2022,5,20,187703102,114,E,0,0.71,0.9,0.81,0.31,0.02,0.13,0.03,1,,,,,5/20/22
Numb,"Marshmello, Khalid",2,2022,6,10,295307001,120,,0,0.91,0.63,0.77,0.12,0.01,0.1,0.05,1,,,,,6/10/22
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,138334433,92,F♯/G♭,1,0.83,0.56,0.82,0.1,0,0.09,0.05,1,,,,,6/2/22
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,286739476,123,E,0,0.6,0.46,0.71,0.03,0,0.16,0.04,1,,,,,3/18/22
Antes de Perderte,Duki,1,2022,6,2,157136970,110,F,0,0.81,0.61,0.93,0.49,0,0.12,0.11,1,,,,,6/2/22
Boyfriends,Harry Styles,1,2022,5,20,137070925,118,,1,0.42,0.32,0.2,0.94,0,0.11,0.04,1,,,,,5/20/22
295,Sidhu Moose Wala,1,2021,5,15,183273246,90,B,0,0.68,0.54,0.76,0.21,0,0.11,0.2,1,,,,,5/15/21
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,184807630,130,,1,0.49,0.14,0.4,0.82,0,0.11,0.03,1,,,,,5/13/22
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,164856284,154,F♯/G♭,0,0.7,0.97,0.62,0.47,0,0.1,0.04,1,,,,,5/13/22
BREAK MY SOUL,BeyoncÔø,1,2022,6,21,354614964,115,C♯/D♭,0,0.7,0.87,0.88,0.04,0,0.26,0.08,1,,,,,6/21/22
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,279717388,110,C♯/D♭,1,0.91,0.59,0.82,0.08,0,0.06,0.08,1,,,,,6/16/22
Massive,Drake,1,2022,6,17,195628667,125,E,0,0.51,0.05,0.68,0.12,0.02,0.15,0.06,1,,,,,6/17/22
Betty (Get Money),Yung Gravy,1,2022,6,10,221752937,102,C♯/D♭,1,0.73,0.62,0.75,0,0,0.34,0.08,1,,,,,6/10/22
Ojos Marrones,Lasso,1,2022,2,6,263280370,120,G♯/A♭,0,0.81,0.72,0.65,0.04,0,0.14,0.04,1,,,,,2/6/22
POP!,Nayeon,1,2022,6,24,213505179,97,D,1,0.8,0.36,0.86,0.04,0,0.03,0.05,1,,,,,6/24/22
Layla,"SchÔøΩÔøΩrze, DJ R",2,2022,3,24,130419412,140,F,0,0.44,0.41,0.92,0,0,0.44,0.07,1,,,,,3/24/22
MORE,j-hope,1,2022,7,1,155795783,97,D,1,0.78,0.31,0.72,0.01,0,0.11,0.04,1,,,,,7/1/22
Last Last,Burna Boy,1,2022,5,12,293466523,88,D♯/E♭,0,0.8,0.55,0.56,0.13,0,0.08,0.09,1,,,,,5/12/22
SNAP,Rosa Linn,1,2022,3,19,711366595,170,,1,0.56,0.52,0.64,0.11,0,0.45,0.07,1,,,,,3/19/22
Sticky,Drake,1,2022,6,17,191448892,137,A♯/B♭,0,0.88,0.08,0.49,0.09,0,0.09,0.14,1,,,,,6/17/22
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,85924992,157,A,1,0.88,0.52,0.69,0,0,0.08,0.23,1,,,,,7/1/22
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,176103902,130,F♯/G♭,1,0.95,0.83,0.57,0.54,0,0.1,0.25,1,,,,,6/3/22
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,121189256,90,C♯/D♭,1,0.85,0.8,0.83,0.1,0,0.08,0.11,1,,,,,7/6/22
die first,Nessa Barrett,1,2022,6,24,131746175,183,G♯/A♭,0,0.44,0.44,0.67,0.07,0,0.12,0.13,1,,,,,6/24/22
Afraid To Feel,LF System,1,2022,5,2,244790012,128,C♯/D♭,1,0.58,0.68,0.91,0.02,0,0.27,0.11,1,,,,,5/2/22
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,129314708,130,D♯/E♭,0,0.71,0.78,0.4,0.46,0,0.07,0.45,1,,,,,6/10/22
cÔøΩÔøΩmo dormi,Rels B,1,2022,8,4,331511413,126,C♯/D♭,1,0.63,0.56,0.43,0.24,0,0.12,0.23,1,,,,,8/4/22
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,219196651,120,,1,0.77,0.94,0.87,0.02,0,0.23,0.12,1,,,,,8/5/22
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,170732845,130,E,0,0.72,0.18,0.46,0.07,0,0.28,0.08,1,,,,,8/5/22
Caile,Luar La L,1,2020,12,18,273914335,122,,1,0.7,0.46,0.76,0.3,0,0.09,0.45,1,,,,,12/18/20
Si Te La Encuentras Por AhÔø,Feid,1,2022,8,5,179061440,172,G♯/A♭,0,0.74,0.46,0.58,0.15,0,0.13,0.08,1,,,,,8/5/22
GIVENCHY,Duki,1,2022,7,20,185236961,103,G♯/A♭,1,0.61,0.38,0.62,0.14,0,0.23,0.4,1,,,,,7/20/22
ALIEN SUPERSTAR,BeyoncÔø,1,2022,7,29,171788484,122,A♯/B♭,0,0.55,0.46,0.64,0,0,0.17,0.1,1,,,,,7/29/22
Attention,NewJeans,1,2022,8,1,264717480,105,A♯/B♭,0,0.81,0.7,0.65,0.24,0,0.08,0.04,1,,,,,8/1/22
THE SHADE,Rex Orange County,1,2022,3,11,244928911,120,F,1,0.9,0.73,0.51,0.39,0,0.09,0.06,1,,,,,3/11/22
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,97610446,145,G,1,0.56,0.43,0.53,0.24,0,0.12,0.04,1,,,,,7/12/22
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,287278853,99,G,0,0.79,0.64,0.59,0.28,0,0.11,0.14,1,,,,,7/22/22
